name,gender,sub1,sub2,sub3,sub4,lab1,lab2,year,dept,Day1,Day2,Day3,Day4,Day5,Day6,Day7,Day8,Day9,Day10,Day11,Day12,Day13,Day14,Day15,Day16,Day17,Day18,Day19,Day20,Day21,Day22,Day23,Day24,Day25,Day26,Day27,Day28,Day29,Day30,regno,password
Shri Kant,m,55,88,50,47,13,48,2,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1ZX02EE29,Sh1ZX1348nt
Om Parkash,m,51,24,61,59,2,3,2,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1ZX02CI29,Om1ZX23sh
Muntiyaj,m,90,61,48,2,3,2,3,CS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1ZX03CS29,Mu1ZX32aj
Chetan Pandey,m,40,29,5,78,32,4,3,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1ZX03IS29,Ch1ZX324ey
Lilu,m,94,39,93,55,44,4,3,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03ME29,Li1ZX444lu
Surjeet,m,2,72,41,53,17,33,3,EC,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EC29,Su1ZX1733et
Sunder Lal,m,89,43,19,53,27,25,3,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1ZX03EE29,Su1ZX2725al
Aman Bhatt,m,84,6,12,26,34,8,3,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1ZX03CI29,Am1ZX348tt
Ratikant Maghi,m,45,19,22,80,9,43,4,CS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CS29,Ra1ZX943hi
Deva,m,96,26,70,60,16,33,4,IS,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1ZX04IS29,De1ZX1633va
Dr. Hema Hari Pago,m,76,77,78,85,15,12,4,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1ZX04ME29,Dr1ZX1512go
Raghuveer,m,36,63,61,41,48,25,4,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EC29,Ra1ZX4825er
Dheeraj,m,95,7,93,44,33,2,4,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1ZX04EE29,Dh1ZX332aj
Sardar Sarbjeet Singh,m,65,19,25,92,32,38,4,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CI29,Sa1ZX3238gh
Raman Sharma,m,76,80,32,67,22,4,1,CS,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1ZX01CS30,Ra1ZX224ma
Lalit Rastogi,m,90,62,55,21,2,20,1,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01IS30,La1ZX220gi
Sita Ram,m,10,52,29,18,41,49,1,ME,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1ZX01ME30,Si1ZX4149am
Dharmbir Singh,m,31,23,16,99,12,15,1,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EC30,Dh1ZX1215gh
Ritik,m,88,87,76,96,12,45,1,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EE30,Ri1ZX1245ik
Ketan,m,28,98,12,74,42,11,1,CI,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CI30,Ke1ZX4211an
Angreg Singh,m,44,74,41,17,38,5,2,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1ZX02CS30,An1ZX385gh
Sitaram Bairwa,m,81,93,86,1,9,8,2,IS,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02IS30,Si1ZX98wa
Rampati,m,92,5,93,60,2,43,2,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1ZX02ME30,Ra1ZX243ti
Karan Bajaj,m,10,42,11,44,44,29,2,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EC30,Ka1ZX4429aj
Ramsurat,m,52,28,46,48,28,27,2,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EE30,Ra1ZX2827at
Lalit Kumar,m,10,80,49,93,45,22,2,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CI30,La1ZX4522ar
Jockyipai,m,53,43,5,59,34,19,3,CS,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CS30,Jo1ZX3419ai
Aslam Ali,m,72,22,48,44,33,25,3,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1ZX03IS30,As1ZX3325li
Suraj Kumar,m,83,93,99,69,25,17,3,ME,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03ME30,Su1ZX2517ar
Murli Dhar,m,12,32,52,98,21,47,3,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1ZX03EC30,Mu1ZX2147ar
Rehman Khan,m,77,21,45,36,33,20,3,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EE30,Re1ZX3320an
Gurdarshan Singh,m,32,72,97,73,8,41,3,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1ZX03CI30,Gu1ZX841gh
Ramsem,m,53,18,79,42,41,33,4,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CS30,Ra1ZX4133em
Shahrukh,m,1,64,47,39,14,48,4,IS,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1ZX04IS30,Sh1ZX1448kh
Krishan Gopal,m,88,11,39,94,17,18,4,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04ME30,Kr1ZX1718al
Atul Kumar,m,92,41,46,47,1,21,4,EC,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1ZX04EC30,At1ZX121ar
Shanwaz Anwar,m,83,41,68,36,15,19,4,EE,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EE30,Sh1ZX1519ar
Samsuddin,m,3,15,35,27,13,37,4,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1ZX04CI30,Sa1ZX1337in
Jyoti Prakash,m,75,69,41,38,18,2,1,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CS31,Jy1ZX182sh
Sourav @ Sumit,m,41,28,31,89,38,14,1,IS,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01IS31,So1ZX3814it
Chain Singh @ Ravi,m,93,90,94,75,17,7,1,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01ME31,Ch1ZX177vi
Ravi @ Rinkku,m,90,47,65,87,42,20,1,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1ZX01EC31,Ra1ZX4220ku
Somender,m,15,62,16,45,35,17,1,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1ZX01EE31,So1ZX3517er
Sorabh,m,98,54,7,49,31,30,1,CI,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1ZX01CI31,So1ZX3130bh
Phirdos Alam,m,24,36,84,42,7,44,2,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CS31,Ph1ZX744am
Aabid,m,51,95,90,84,21,39,2,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02IS31,Aa1ZX2139id
Rajneesh Kumar,m,15,73,98,85,32,5,2,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02ME31,Ra1ZX325ar
Shakil,m,52,72,86,20,49,13,2,EC,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1ZX02EC31,Sh1ZX4913il
Ayan Khan,m,55,87,92,87,3,49,2,EE,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EE31,Ay1ZX349an
Rajesh Naydu,m,12,33,39,43,38,15,2,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1ZX02CI31,Ra1ZX3815du
Lalit,m,27,68,61,86,30,23,3,CS,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1ZX03CS31,La1ZX3023it
Harsh Singhal,m,59,40,44,62,48,1,3,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03IS31,Ha1ZX481al
Abhinav Vashishat,m,21,85,58,63,3,11,3,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03ME31,Ab1ZX311at
Amil,m,98,99,70,5,28,41,3,EC,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EC31,Am1ZX2841il
Sidharath,m,31,86,11,83,13,27,3,EE,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EE31,Si1ZX1327th
Madan Jain,m,5,66,88,9,45,29,3,CI,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CI31,Ma1ZX4529in
Milap Chand,m,23,13,27,83,22,37,4,CS,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CS31,Mi1ZX2237nd
Atul,m,92,64,27,63,20,36,4,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04IS31,At1ZX2036ul
Mohit Chauhan,m,44,47,81,10,41,46,4,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04ME31,Mo1ZX4146an
Amar Singh Mahar,m,98,48,28,28,12,18,4,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1ZX04EC31,Am1ZX1218ar
Ajay @Mannu,m,65,85,48,89,31,16,4,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1ZX04EE31,Aj1ZX3116nu
Santosh Pandey,m,50,42,37,24,26,3,4,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1ZX04CI31,Sa1ZX263ey
Sanny Kumar,m,76,68,41,68,15,38,1,CS,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CS32,Sa1ZX1538ar
Ashish @ Aashu,m,33,73,31,46,11,13,1,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01IS32,As1ZX1113hu
Jeeya Lal,m,20,80,9,94,3,32,1,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01ME32,Je1ZX332al
Sachin Kumal Taneja,m,25,69,98,57,48,30,1,EC,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1ZX01EC32,Sa1ZX4830ja
Arjun Yadav,m,32,61,82,86,44,40,1,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1ZX01EE32,Ar1ZX4440av
Ishant,m,1,92,54,90,17,44,1,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1ZX01CI32,Is1ZX1744nt
Ramesh Malik,m,35,80,95,3,8,14,2,CS,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CS32,Ra1ZX814ik
Sagar @ Takla,m,58,57,83,39,23,18,2,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1ZX02IS32,Sa1ZX2318la
Durganand,m,4,48,55,89,22,39,2,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02ME32,Du1ZX2239nd
Chandan,m,53,37,66,85,47,3,2,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EC32,Ch1ZX473an
Mohd Parvez,m,80,5,54,75,22,42,2,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EE32,Mo1ZX2242ez
Same Singh,m,81,35,58,90,47,37,2,CI,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CI32,Sa1ZX4737gh
Vijay Pal Singh,m,87,50,83,1,47,46,3,CS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CS32,Vi1ZX4746gh
Ramkishan Gupta,m,46,77,97,11,23,39,3,IS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03IS32,Ra1ZX2339ta
Tarun Sharma,m,94,54,41,49,43,44,3,ME,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03ME32,Ta1ZX4344ma
Brijmohan,m,92,56,12,43,29,5,3,EC,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EC32,Br1ZX295an
Dheeraj  @ Montu,m,5,77,88,42,9,42,3,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1ZX03EE32,Dh1ZX942tu
Tajuddin,m,66,93,94,52,12,48,3,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1ZX03CI32,Ta1ZX1248in
Mannu Yadav,m,30,49,33,67,32,3,4,CS,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CS32,Ma1ZX323av
Dheeraj @ Montu,m,54,90,44,82,32,6,4,IS,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1ZX04IS32,Dh1ZX326tu
Suhail,m,50,63,38,12,4,2,4,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04ME32,Su1ZX42il
Shakti Singh,m,48,17,4,52,4,49,4,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1ZX04EC32,Sh1ZX449gh
Haider Ali,m,26,14,97,72,17,44,4,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EE32,Ha1ZX1744li
Sok. Mohmad,m,42,46,64,3,28,45,4,CI,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1ZX04CI32,So1ZX2845ad
Pandit Ram Niwas,m,18,7,51,19,24,7,1,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CS33,Pa1ZX247as
Baksi,m,19,31,37,52,12,32,1,IS,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01IS33,Ba1ZX1232si
Banwari Lal Bairwa,m,20,1,40,27,15,14,1,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1ZX01ME33,Ba1ZX1514wa
Suresh Paswan @ Madari,m,75,37,52,1,46,31,1,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1ZX01EC33,Su1ZX4631ri
Krishan Lal Gulyani,m,39,34,42,7,2,20,1,EE,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EE33,Kr1ZX220ni
Devraj,m,81,3,9,44,49,12,1,CI,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CI33,De1ZX4912aj
Man Singh,m,72,40,44,46,9,37,2,CS,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1ZX02CS33,Ma1ZX937gh
Uday Partap,m,28,12,15,84,43,12,2,IS,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1ZX02IS33,Ud1ZX4312ap
Rakesh Kumar,m,55,55,87,11,41,2,2,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1ZX02ME33,Ra1ZX412ar
Kanhaiya Lal,m,9,25,52,90,2,32,2,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1ZX02EC33,Ka1ZX232al
Kripal Singh,m,20,52,67,57,42,43,2,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1ZX02EE33,Kr1ZX4243gh
Ram Naresh Yadav,m,41,68,39,1,28,45,2,CI,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CI33,Ra1ZX2845av
Nand Kishore,m,57,57,17,62,24,6,3,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CS33,Na1ZX246re
Kaif,m,10,92,17,2,7,31,3,IS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03IS33,Ka1ZX731if
Shyam,m,94,43,59,10,49,37,3,ME,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1ZX03ME33,Sh1ZX4937am
Arsh,m,96,69,53,50,9,32,3,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EC33,Ar1ZX932sh
Chirag,m,41,83,42,36,25,17,3,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1ZX03EE33,Ch1ZX2517ag
Prince,m,9,89,84,3,33,7,3,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CI33,Pr1ZX337ce
Tarif,m,48,63,10,76,39,30,4,CS,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CS33,Ta1ZX3930if
Lalan Devi,m,96,52,48,20,6,41,4,IS,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04IS33,La1ZX641vi
Ali Sher,m,62,13,52,96,13,49,4,ME,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04ME33,Al1ZX1349er
Sheru Khan,m,22,25,63,43,35,5,4,EC,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EC33,Sh1ZX355an
Bhanu Pratap Singh,m,98,71,57,33,40,8,4,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EE33,Bh1ZX408gh
Sanni,m,69,87,34,83,41,9,4,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1ZX04CI33,Sa1ZX419ni
Vanish Khan,m,28,23,11,76,28,10,1,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CS34,Va1ZX2810an
Ram Narayan Meena,m,10,71,99,78,42,15,1,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01IS34,Ra1ZX4215na
Krishan @Kishan,m,44,21,18,12,17,42,1,ME,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01ME34,Kr1ZX1742an
Ranjeet,m,23,34,90,11,44,23,1,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EC34,Ra1ZX4423et
Traun Kumar,m,28,48,59,57,35,12,1,EE,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EE34,Tr1ZX3512ar
Lokesh Varma,m,65,59,11,92,7,29,1,CI,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CI34,Lo1ZX729ma
Sushil Kumar,m,25,20,87,86,16,22,2,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1ZX02CS34,Su1ZX1622ar
Subhakar @ Bablu,m,41,37,4,43,1,18,2,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02IS34,Su1ZX118lu
Ram Suresh @ Babloo,m,70,58,77,1,1,6,2,ME,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1ZX02ME34,Ra1ZX16oo
Prem Giri Pradhan Ji,m,42,1,1,79,43,30,2,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1ZX02EC34,Pr1ZX4330Ji
Shabuddin Shah,m,73,54,15,26,47,14,2,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EE34,Sh1ZX4714ah
Surender Singh,m,34,46,46,24,1,32,2,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CI34,Su1ZX132gh
Dheeraj Singh,m,77,53,62,40,42,7,3,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1ZX03CS34,Dh1ZX427gh
Rakesh Bhatia,m,37,89,53,18,26,35,3,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1ZX03IS34,Ra1ZX2635ia
Sanni Singh,m,48,82,47,63,43,15,3,ME,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03ME34,Sa1ZX4315gh
Surgayan Kanwar,m,30,40,87,71,27,36,3,EC,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EC34,Su1ZX2736ar
Khemraj,m,49,12,98,48,25,44,3,EE,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1ZX03EE34,Kh1ZX2544aj
Shri Kant Ghore,m,34,50,80,24,36,11,3,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CI34,Sh1ZX3611re
